text,category,source,origin
24/9/2023 Horse Racing Tips and Best Bets – Taree,Horse Racing,2023-09-23,news_dataset
Roy Jones Jr. names the only 'explosive' boxer with chances to beat Terence Crawford,Boxing,2023-09-24,news_dataset
World Athletics Championships 2023: Keely Hodgkinson wins 800m silver as Mary Moraa triumphs,Athletics,2023-09-25,news_dataset
"Watch the DIY, Self-Filmed Snowboard Video That Has Everyone ...",Snowboarding,2023-11-01,news_dataset
Top 10 medal prospects for India in athletics at Hangzhou Asian ...,Athletics,2023-09-20,news_dataset
"Smart Fencing : भारत म्यानमार सीमेवर का बांधतोय स्मार्ट फेंस, जाणून घ्या सामान्य कुंपणापेक्षा यात वेगळं काय आहे?",Fencing,2023-10-18,news_dataset
World Artistic Gymnastics Championships 2023: Detailed Schedule,Gymnastics,2023-09-26,news_dataset
"World Athletics Championships 2023 Day Seven: Neeraj Chopra, Kishore Jena in action; Javelin throw qualification timings, streaming info",Athletics,2023-09-15,news_dataset
WPIAL Class 3A football roundup: Freshman Armand Hill carries ...,Football,2023-10-28,news_dataset
Championship side Leeds sack manager Brian McDermott after less than a year in charge,Sports,https://www.bbc.com/sport,historical_timeline_sports
Ole Miss QB Trinidad Chambliss sues NCAA for extra year of eligibility,Sports,CNN,sports_politics_data
Schumacher ‘deserves to be on the grid’ says Wolff as he weighs up prospects for German’s race return,Formula1,2023-10-03,news_dataset
"NRL 2023: Angus Crichton, Rugby Austalia deal withdrawn, what ...",Rugby,2023-10-09,news_dataset
Who is Lovlina Borgohain? Know India's champion boxer,Boxing,2023-10-14,news_dataset
Why is football called ‘football’?,American Football,2023-10-18,news_dataset
Kamaru Usman: Israel Adesanya should take time off before rematch,MMA,2023-09-16,news_dataset
"Andy Flower quits as England team director following the Ashes whitewash, saying the team need ""to start with a clean slate""",Sports,https://www.bbc.com/sport,historical_timeline_sports
Asian Games: India aims high as eSports debuts as medal event in Hangzhou - ESPN,Esports,2023-09-25,news_dataset
Albany area high school football rankings for Oct. 5-7,Football,2023-10-05,news_dataset
Taekwondo | Olympic Qualifier | Women's 49kg & 57kg & Men's ...,Tae Kwon Do,2023-11-18,news_dataset
World Archery nomina a Alejandra Valencia a la mejor arquera del año,Archery,2023-11-18,news_dataset
"In West African country of Burkina Faso, horses and horse racing are ...",Horse Racing,2023-10-18,news_dataset
Asian Games: Six swimming storylines to watch,Swimming,2023-10-01,news_dataset
"Fed ""still on the fence"" despite promising inflation data — OptionsDesk",Fencing,2023-11-18,news_dataset
San Clemente rallies surf fans ahead of world finals at Lower Trestles,Surfing,2023-09-25,news_dataset
England need a fresh start - Flower,Sports,https://www.bbc.com/sport,historical_timeline_sports
"National Games Badminton: Assam, Karnataka win gold medal in team events",Badminton,2023-10-30,news_dataset
Combs Added To Redbird Gymnastics Coaching Staff - Illinois State ...,Gymnastics,2023-10-01,news_dataset
Robshaw ready for 'new chapter',Sports,https://www.bbc.com/sport,historical_timeline_sports
"College Rivals, the largest esports competition arrives in Delhi",Esports,2023-09-21,news_dataset
Snow Bowl introduces night skiing for upcoming winter season,Skiing,2023-10-14,news_dataset
Bar Lifts Men's Ice Hockey Over Dartmouth in 18 Round Shootout ...,Ice Hockey,2023-11-18,news_dataset
ICC unveils irresistible mascot duo for Men's Cricket World Cup 2023,Cricket,2023-09-17,news_dataset
Daniel Jacobsen doesn't commit to Wisconsin men's basketball,Basketball,2023-11-04,news_dataset
MMA UFC UFC295/ Mixed Martial Arts-Pereira KOs Prochazka to ...,MMA,2023-11-25,news_dataset
टाटा आर्चरी अकादमी के तीन तीरंदाज भी एशियन गेम्स में,Archery,2023-09-30,news_dataset
Stroll is done with Formula 1 and this behaviour has no place in F1,Formula1,2023-11-04,news_dataset
Willow Springs JV volleyball team won the Licking JV tournament ...,Volleyball,2023-09-26,news_dataset
From the classroom to the international stage | Penn Today,Fencing,2023-10-01,news_dataset
Morning Report: Sean O’Malley reveals he’s ‘talked to UFC about potential boxing fights’,Boxing,2023-11-01,news_dataset
Pitt volleyball sharpening itself for postseason run with tough regular ...,Volleyball,2023-10-08,news_dataset
Islam Makhachev Down for Boxing Match With Conor McGregor but Has ‘Strict’ Conditions,Boxing,2023-11-07,news_dataset
Warsaw to host 2024 UEFA Super Cup | Inside UEFA,Football,2023-09-26,news_dataset
‘More than basketball’: South Sudan go from underdogs to history-makers,Basketball,2023-09-27,news_dataset
Michael Schumacher's team share throwback picture as F1 icon continues to recover from horror skiing accident,Skiing,2023-10-10,news_dataset
4 Skiing and Snowboarding Events I'm Looking Forward to This ...,Snowboarding,2023-11-14,news_dataset
Notice of Meeting: 2023 Ontario Basketball Annual Meeting of ...,Basketball,2023-10-07,news_dataset
"In London, Uttarakhand govt signs agreements for skiing resorts, cable car projects",Skiing,2023-10-01,news_dataset
Djokovic expects dogfight with Murray,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Cold forces patients to stay in toilet outsi...,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Volleyball team preps for conference tournament, reflect on past ...",Volleyball,2023-11-16,news_dataset
Kansas basketball: Analyzing each school in play for 5-star Cooper ...,Basketball,2023-09-30,news_dataset
"A yr after combating ‘career-ending’ leg injuries, 55-yr-old Gurung wins world taekwondo gold",Tae Kwon Do,2023-09-15,news_dataset
"PREMIUM TEQUILA BRAND, HIJOLE! EXPANDS SPORTS ...",Boxing,2023-10-05,news_dataset
Olympic Silver Medalist Surfer Kanoa Igarashi Is Studying at Harvard,Surfing,2023-11-08,news_dataset
VVHS students win silver and bronze medals in Archery ...,Archery,2023-11-14,news_dataset
Pope visits multicultural Marseille as some in Europe talk of fences and blockades to curb migration,Fencing,2023-09-23,news_dataset
Argentina 23-26 England: England overcome Pumas to win Rugby World Cup bronze-medal match,Rugby,2023-11-10,news_dataset
"Tennis on TV next week and how to watch Shanghai, Beijing and ...",Tennis,2023-10-01,news_dataset
"""Priceless"" - UFC bantamweight shares heartwarming message from young fan's mother highlighting MMA's positive influence on kids",MMA,2023-09-15,news_dataset
Volleyball at the 2023 Pan American Games: All final results and ...,Volleyball,2023-11-16,news_dataset
2027 expanded to 24 teams ｜ Rugby World Cup 2023,Rugby,2023-11-25,news_dataset
Nigeria's rising boxing star Patricia Mbata: Inspired by Anthony ...,Boxing,2023-10-04,news_dataset
Tunisian Tennis Star Ons Jabeur Has A Strong Game Plan For ...,Tennis,2023-09-21,news_dataset
Volleyball Takes Opening Frame In Setback Versus Indiana ...,Athletics,2023-11-04,news_dataset
Surfer As Small As an Ant on Freakishly Massive Wave at Nazaré ...,Surfing,2023-11-16,news_dataset
Saturday football: QPR v LeedsLive,Sports,https://www.bbc.com/sport,historical_timeline_sports
Brisbane Lions' Callum Ah Chee is on the cusp of a 141-year first for football's Chinese-Australian community,Football,2023-09-23,news_dataset
Game-changing idea focused on a groundbreaking wireless stump ...,Cricket,2023-11-12,news_dataset
FENCING FEATURE: Samantha Catantan and the Power to Lead,Fencing,2023-10-28,news_dataset
5 Playful SI Swim Photos of NCAA Basketball Star Angel Reese in Los Angeles,Basketball,2023-10-31,news_dataset
Women’s Basketball Inks Six Student-Athletes During Early Signing ...,Basketball,2023-11-14,news_dataset
"Top Cricket games to play this World Cup season, ranging from PC to mobile",Cricket,2023-09-29,news_dataset
Tolland fire chief literally mends fence damaged during manhunt,Fencing,2023-11-18,news_dataset
Becky Lynch is right that women's wrestling needs more time on ...,Wrestling,2023-09-29,news_dataset
New North Staffordshire venue for open water swimmers - and it launches today,Swimming,2023-09-23,news_dataset
PHOTO GALLERY: Ice Hockey – Fenton-Linden Griffins vs Dearborn Divine Child,Ice Hockey,2023-11-25,news_dataset
Midwest Fence & Gate 'pride in providing exceptional service',Fencing,2023-10-24,news_dataset
Pooja Hegde in a tennis dress is a lesson on how you can incorporate the preppy aesthetic into your wardrobe,Tennis,2023-10-30,news_dataset
No. 12 Eagles Set to Host UConn on Sunday,Athletics,2023-10-14,news_dataset
Asian Games: Tarundeep Rai optimistic about Indian men's recurve ...,Archery,2023-09-26,news_dataset
James Haskell cosies up to female fan on skiing holiday,Skiing,2023-11-01,news_dataset
Historic Joint European Cycling Declaration to serve as a strategic ...,Cycling,2023-10-23,news_dataset
"Clemson vs. Florida State prediction, odds, spread, line, time: 2023 college football picks from proven expert",American Football,2023-09-23,news_dataset
Olympic Esports Finals 2023: Virtual Taekwondo competitors ...,Tae Kwon Do,2023-10-07,news_dataset
Anders Eriksson: Confidence and Skill Led to Long NHL Career ...,Ice Hockey,2023-09-22,news_dataset
Aaron-Wooi Yik concede walkover in Hong Kong,Badminton,2023-10-07,news_dataset
Brian O'Halloran named Red Sox executive vice president of ...,Baseball,2023-09-27,news_dataset
POWER RANKINGS: Two drivers are tied at the top as the scores come in from the Italian Grand Prix,Formula1,2023-10-11,news_dataset
Surf Towns of the California Central Coast,Surfing,2023-10-24,news_dataset
Renowned Horse Racing Sensation Surfs to Big Money in Recent ...,Horse Racing,2023-11-06,news_dataset
"Seven-time world champion Michael Schumacher is ""stable"" in hospital overnight, says his manager",Sports,https://www.bbc.com/sport,historical_timeline_sports
David Morrell Jr. To Face Sena Agbeko In Last Showtime Championship Boxing Main Event 12/16,Boxing,2023-11-09,news_dataset
Caught on camera: Wing surfer collides with airborne whale surfing off the coast of Australia,Surfing,2023-10-30,news_dataset
Brink Welcomes Three Newcomers - University of Nebraska - Official ...,Gymnastics,2023-11-26,news_dataset
5-Minute Boxing and Dumbbell Workout Builds Strength and Power,Boxing,2023-09-20,news_dataset
Life's too short for rubbish bib straps | 7 lessons from testing budget ...,Cycling,2023-10-18,news_dataset
Australia v Portugal ref Nika Amashukeli cruelly pranked by World Rugby boss,Rugby,2023-10-01,news_dataset
One of Baseball's Top Free Agents Reportedly Wants to Sign with ...,Baseball,2023-11-14,news_dataset
The NHL in 2023: What the data reveals about the ice hockey ...,Ice Hockey,2023-10-23,news_dataset
Horse Racing Best Bets for Saturday 9/16/23,Horse Racing,2023-09-16,news_dataset
World Gymnastics Championships 2023: How do gymnasts recover ...,Gymnastics,2023-10-03,news_dataset
Asian Games: India's volleyball team beat silver and bronze holders in unlikely winning run - ESPN,Volleyball,2023-10-11,news_dataset
Lady Vols basketball vs. Carson-Newman,Basketball,2023-11-01,news_dataset
‘I’ve lived many lifetimes’: surfer Owen Wright’s remarkable journey from brain injury to Olympic glory,Surfing,2023-10-28,news_dataset
"NC State basketball vs. The Citadel: Scouting report, prediction for ...",Basketball,2023-11-05,news_dataset
Team Secret is running it back with two former players,Esports,2023-11-12,news_dataset
Hotel room rates plummet for Las Vegas Grand Prix weekend,Formula1,2023-10-09,news_dataset
VideoKai Trump makes LPGA debut0:54,Sports,CNN,sports_politics_data
Asian Games 2023 badminton: Kidambi Srikanth advances to round ...,Badminton,2023-10-16,news_dataset
Taekwondo coach in SWFL takes Team USA to championships in ...,Tae Kwon Do,2023-10-06,news_dataset
Best photos from Hermosillo 2023 Hyundai Archery World Cup Final,Archery,2023-10-15,news_dataset
Huskers Unveil 2024 Baseball Schedule - University of Nebraska ...,Baseball,2023-10-14,news_dataset
VideoStan Wawrinka looks ahead to his final Australian Open5:38,Sports,CNN,sports_politics_data
Everton's Barkley 'did not have Chelsea medical',Sports,https://www.bbc.com/sport,historical_timeline_sports
All Black Beauden Barrett set to sign long-term NZ Rugby deal ...,Rugby,2023-11-09,news_dataset
England wing May is Six Nations doubt,Sports,https://www.bbc.com/sport,historical_timeline_sports
Naveen Inaugurates Odisha Table Tennis Academy In Bhubaneswar - odishabytes,Table Tennis,2023-11-08,news_dataset
"Bruce, Barkley & Basketball golf outing 'a great time' for Auburn donors",Basketball,2023-10-03,news_dataset
Football transfer rumours: Man Utd to battle Real Madrid for Gnabry; Arsenal hold Watkins talks,Football,2023-09-27,news_dataset
Ben Gravy Went Cold Turkey On Soft-Tops For Seven Days,Surfing,2023-10-03,news_dataset
Shillong Teer result today 27.09.2023 first and second round result,Archery,2023-09-29,news_dataset
Amber (43) takes his first swimming lessons,Swimming,2023-10-09,news_dataset
International Federation of American Football proposed for full recognition,American Football,2023-11-07,news_dataset
Young Magic gymnasts gain valuable varsity experience | News ...,Gymnastics,2023-11-25,news_dataset
Pakistan Champions Trophy Squad,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"“There’s no existing blueprint”: NUS alumni on building Asia’s first snow, surf, skate attraction",Surfing,2023-09-22,news_dataset
Former UFC Champ Aljamain Sterling Defeats Mike Grundy in Polaris 25 Super Fight,MMA,2023-10-01,news_dataset
The cold truth: Tyson Fury was humiliated by a 'table-tennis champion',Table Tennis,2023-11-01,news_dataset
Mehmood Abdi defends decision to call off RCA Elections,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Why Mexican Independence Day impacts the boxing and MMA ...,MMA,2023-10-10,news_dataset
Heavy rain halts Athletics at the National Games 2023,Athletics,2023-11-01,news_dataset
Booth: “The players didn't stop” – Lewes Community Football Club,Football,2023-10-12,news_dataset
Chloe Kim Is Officially Back in Action,Snowboarding,2023-10-18,news_dataset
Read more on Higgins leads Selby in gripping World Championship final,Sports,https://www.bbc.com/sport,historical_timeline_sports
Homecoming Edition: Lock Haven Athletics Weekend Preview,Athletics,2023-09-22,news_dataset
"College football Week 10 - Colorado, Deion Sanders stuck in mud - ESPN",Football,2023-11-07,news_dataset
Khalid Latif to face tribunal on May 5 in PSL corruption case,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Heena peaking at right time ahead of CWG 2018: Anjali,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"This injury has plagued MLB for most of the last century, but a new phenomenon is emerging",Sports,CNN,sports_politics_data
Badminton nightmare - Editorial,Badminton,2023-10-16,news_dataset
Life Flashed Before His Eyes: Watch This Remarkably Close ...,Snowboarding,2023-11-01,news_dataset
Banning Russia was only decision that was left open to IOC: World Athletics president,Athletics,2023-10-14,news_dataset
World Rhythmic Gymnastics Championships 2023: All final results ...,Gymnastics,2023-09-29,news_dataset
Fort Lewis College suddenly pulls plug on rare skiing injury database,Skiing,2023-09-23,news_dataset
Togo-La ministre Kama honorée par la World Taekwondo,Tae Kwon Do,2023-10-17,news_dataset
"LCC volleyball dominates district, makes NJCAA national ...",Volleyball,2023-11-06,news_dataset
"Hamilton, DiMarco Earn MAAC Weekly Honors",Athletics,2023-10-09,news_dataset
Horner earmarks potential date for Ricciardo return as he provides recovery update,Formula1,2023-09-27,news_dataset
Marshall Islands: The last country on Earth without a national football team,Football,2023-10-16,news_dataset
"North Shields basketball prospect heading to USA on a scholarship, thanks to local charity",Basketball,2023-09-17,news_dataset
Why Red Bull's rivals are struggling to replicate its “average good ...,Formula1,2023-10-28,news_dataset
Aberdeen thump Dundee 7-0 to delay Celtic celebrations,Sports,https://www.bbc.com/sport,historical_timeline_sports
UH To Host Upcoming Big West Volleyball Championships ...,Volleyball,2023-10-28,news_dataset
Korea Open 2023 badminton: Satwiksairaj Rankireddy-Chirag ...,Badminton,2023-09-27,news_dataset
Today's Horse Racing Tips from James Boyle,Horse Racing,2023-11-04,news_dataset
Archers tested by the elements at the USA Archery Collegiate 3D ...,Archery,2023-10-24,news_dataset
"1st T20I: India beat New Zealand by 53 runs, lead series 1-0",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Lise Klaveness fights the lonely fight to change world football,Football,2023-11-16,news_dataset
"Dad Recalls When He ""Almost Crushed"" His Two-Year-Old Skiing",Skiing,2023-11-08,news_dataset
Men's Tennis Welcomes Three Newcomers,Tennis,2023-10-07,news_dataset
"Sean O’Malley: UFC ‘wants me to main event my own show,’ expects early 2024 return",MMA,2023-10-31,news_dataset
5 Things to Do as a Surfer in San Francisco Before You're Dead,Surfing,2023-10-31,news_dataset
Anderson hits fastest 100 off 36 balls,Sports,https://www.bbc.com/sport,historical_timeline_sports
"Meet ESTHER, your new tennis-playing robot partner",Tennis,2023-10-24,news_dataset
Round Four Analysis ｜ Rugby World Cup 2023,Rugby,2023-10-30,news_dataset
"Asian Games 2023: India’s Archery Schedule, Live Streaming Details, Squad And More",Archery,2023-09-30,news_dataset
Noted Marvel Golf Aficionado Kathryn Newton Was Filming Her ...,Golf,2023-09-29,news_dataset
Score a 5000 USDT Bonus for Esports Betting on Envision Digital N.V.,Esports,2023-09-29,news_dataset
MMA: Why Mattheis is 'perfect' opponent for Adiwang,MMA,2023-09-17,news_dataset
Men's Golf in Second Before Halting of Everett Buick GMC Classic,Golf,2023-10-17,news_dataset
Donavon Frankenreiter Breaks (Non-Surfing) World Record; Kelly ...,Surfing,2023-09-29,news_dataset
"Where is Saina Nehwal, the pioneering badminton player?",Badminton,2023-10-16,news_dataset
Crystal Palace sign five on deadline day,Sports,https://www.bbc.com/sport,historical_timeline_sports
VideoOne sport that may get you into the Olympics1:09,Sports,CNN,sports_politics_data
"What's new at Asian Games 2023: Open-water marathon swimming, breakdance, more esports",Esports,2023-09-16,news_dataset
Football abuse hotline receives 860 calls in first week,Sports,https://www.bbc.com/sport,historical_timeline_sports
Local pair elected to NYS Baseball Hall of Fame Class of 2023,Baseball,2023-11-03,news_dataset
Reno initiates half-million-dollar fencing project to protect Virginia range horses from traffic accidents,Fencing,2023-11-12,news_dataset
"Cycling on footpaths is so much the norm, people think it's legal!",Cycling,2023-10-15,news_dataset
Deion Sanders sets Guinness World Record for largest American football lesson,Football,2023-11-07,news_dataset
"Asian Games, Esports: From starting in cyber cafes and arcades to taking centrestage in Hangzhou",Esports,2023-09-22,news_dataset
Insane Wrestling Revolution fans prepare for 'The Aftermath' Thursday,Wrestling,2023-10-01,news_dataset
SIGNING: Wrestling Adds Top 15 Talent - University of Tennessee at ...,Wrestling,2023-11-16,news_dataset
Blakeney Point electric fencing and shelters help tern numbers,Fencing,2023-10-08,news_dataset
Moffat County volleyball takes tourney wins to close season,Volleyball,2023-11-03,news_dataset
Badminton - 2023 BWF World Junior Championships in Spokane ...,Badminton,2023-10-23,news_dataset
Prime Table Tennis Season 2 Set to Played in January 2024,Table Tennis,2023-11-08,news_dataset
From India to British horseracing,Horse Racing,2023-09-29,news_dataset
Live match blog - India vs New Zealand 21st Match 2023/24 ...,Cricket,2023-11-01,news_dataset
Dallas Mavericks coach Jason Kidd runs girls basketball team with friend Kobe Bryant in mind,Basketball,2023-09-22,news_dataset
Keystone dims the lights on night skiing with 7 p.m. closure this year,Skiing,2023-11-03,news_dataset
बैडमिंटन प्रतियोगिता गर्ल्स में मेरठ कॉलेज रहे विजेता,Badminton,2023-10-23,news_dataset
VideoTennis icons discuss their rivalry1:47,Sports,CNN,sports_politics_data
Parkinson's: Playing American football may increase risk by 61%,American Football,2023-11-12,news_dataset
"Boxing Tonight: TV channels, live streams, start times and fight cards",Boxing,2023-10-10,news_dataset
Video: Surfer MMA Tackles Shoulder-Hopper at Malibu,Surfing,2023-09-15,news_dataset
"Dillon Danis responds to critics of sparring, ‘head conditioning’ videos",MMA,2023-10-12,news_dataset
MMA agents should have to pass an exam: Israel Adesanya's ...,MMA,2023-09-23,news_dataset
Online esports symposium set for Oct. 19 – UCI News,Esports,2023-11-07,news_dataset
Glendale swimming showcases depth on way to SWMO team title,Swimming,2023-10-31,news_dataset
Skier Confidently Blasts Through Avalanche Debris Field,Skiing,2023-10-24,news_dataset
Hamilton admits gap to Verstappen and Red Bull is 'definitely worrying' for Mercedes after Japan qualifying,Formula1,2023-10-01,news_dataset
Women's Swimming & Diving Earns Three Silvers at Thomas ...,Swimming,2023-11-01,news_dataset
Top college basketball freshman debuts: Ranking seven best performances in season openers,Basketball,2023-11-08,news_dataset
Gibson and Lopez reach last four in Paris,Archery,2023-09-16,news_dataset
Paes to team up with Granollers in Chennai Open,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Ocean Springs Wrestling Team holding car wash fundraiser,Wrestling,2023-09-29,news_dataset
IOC puts boxing ‘on hold’ for 2028 LA Games,Boxing,2023-10-18,news_dataset
"Sports/Jan 31, 2025US-based Indian techies win bid of The Hundred's Lord's franchise",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
VideoHow fans could be impacted at next year’s World Cup1:13,Sports,CNN,sports_politics_data
बैडमिंटन चैंपियनशिप में12वीं वाहिनी पीएसी फतेहपुर बनी विजेता: एडीजी ने खिलाड़ियों को ट्राफी देकर किया सम्मान...,Badminton,2023-11-06,news_dataset
Caldeira Named Student-Athlete of the Week - West Virginia ...,Athletics,2023-10-23,news_dataset
"Dricus du Plessis fires back at Dana White, Bryce Mitchell harassed by ex-girlfriend, Robert Whittaker reacts to UFC 293 slurs: MMA News Roundup",MMA,2023-09-15,news_dataset
Keep an eye on these five local college men's basketball players ...,Basketball,2023-11-12,news_dataset
VideoCNN asks Ronaldo if he will play in next World Cup2:08,Sports,CNN,sports_politics_data
Nagaland Taekwondo teams ready for senior national championship,Tae Kwon Do,2023-09-22,news_dataset
How to avoid back pain and lower back injuries while playing golf,Golf,2023-10-30,news_dataset
"Rugby World Cup 2023 Week 4 preview, lineups, predictions - ESPN",Rugby,2023-10-14,news_dataset
India make World Cup statement with impressive win over Australia ...,Cricket,2023-10-11,news_dataset
"In Thane, 5-year-old raped, youth arrested",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
BWF World Junior Championships 2023 badminton: India's Ayush ...,Badminton,2023-10-12,news_dataset
Swimming South Africa Opens Another High-Performance Academy ...,Swimming,2023-10-05,news_dataset
Putting Canadian men's artistic gymnastics back on the map: Felix ...,Gymnastics,2023-10-24,news_dataset
Smalls Brace Leads Lions Past Anteaters,Athletics,2023-11-18,news_dataset
"Asian Archery Championships 2023: धीरज ने एशियाई तीरंदाजी में जीता रजत पदक, ओलंपिक कोटा भी हासिल किया",Archery,2023-11-14,news_dataset
Canada's Santiago 2023 fencing team announced - Team Canada ...,Fencing,2023-09-29,news_dataset
"2023 Notre Dame football schedule: Dates, times, TV channels, scores",Football,2023-10-01,news_dataset
Kurt Angle Recalls His “Amateur Wrestling Match” With AJ Styles,Wrestling,2023-09-29,news_dataset
South Africa will be the dark horse at World Cup: Zaheer,Cricket,2023-10-04,news_dataset
Artistic Gymnastics World Championships 2023: Rhys McClenaghan ...,Gymnastics,2023-10-07,news_dataset
Asian Games 2023: Table Tennis men's singles final: Wang Chuqin ...,Table Tennis,2023-10-17,news_dataset
Morning Report: Jiri Prochazka explains why Alex Pereira is ‘not a good martial artist’,MMA,2023-10-30,news_dataset
"72-y-o man dies while surfing in Daytona Beach, Florida",Surfing,2023-09-15,news_dataset
Eamon Lynch: Change is coming to Ryder Cup,Golf,2023-10-01,news_dataset
How to watch tonight's Carolina Panthers vs. Chicago Bears game ...,American Football,2023-11-10,news_dataset
NFL wants to clear path to Olympic flag football for players - ESPN,American Football,2023-10-19,news_dataset
Mitchell baseball head coach and board president charged in connection with rape investigation,Baseball,2023-10-12,news_dataset
"Sports/Jan 31, 2025No Ayub, Zaman returns in Pakistan's squad for Champions Trophy",Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Sarah Elliott retires from all forms of cricket,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"Skier Makes Legendary ""Air Turn"" Attempt - Powder",Skiing,2023-10-10,news_dataset
Watch: This woman can skip rope while cycling,Cycling,2023-10-25,news_dataset
Follow live match updates on BBC Sport website starting with Swansea City against Manchester City (12:45 GMT),Sports,https://www.bbc.com/sport,historical_timeline_sports
Asian Games 2023 Highlights: India's Chirag & Satwik enter Men's doubles badminton finals,Badminton,2023-10-08,news_dataset
Report: Northwest home to some of the most affordable skiing in the ...,Skiing,2023-11-12,news_dataset
Skiing & snowboarding tournament concludes,Snowboarding,2023-09-21,news_dataset
"By excelling in both men’s and mixed doubles, Korean Seo Seung-jae raises endurance and fitness standards in badminton",Badminton,2023-09-30,news_dataset
"With city’s top gymnasts quitting, coach pins hopes on junior sportspersons",Gymnastics,2023-11-03,news_dataset
WWE Rumors on CM Punk Backstage and Matt Riddle in MMA ...,MMA,2023-10-03,news_dataset
Call to ring-fence funding as scale of pothole problem revealed,Fencing,2023-10-24,news_dataset
Vail Ski and Snowboard Academy wins state mountain bike title,Snowboarding,2023-10-31,news_dataset
Case study: Partnership shows the way on environmentally ...,Fencing,2023-10-24,news_dataset
5 tennis facts to honor Matthew Perry ft. Iga Swiatek's US Open final distraction,Tennis,2023-10-31,news_dataset
American football high school coach resigns after team uses racist ...,American Football,2023-10-07,news_dataset
International Premier Tennis League,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
"How dhanushya-baan, fancy dress contests at Jatras kickstarted archery trend in Maharashtra",Archery,2023-10-03,news_dataset
"Asian Games 2023 table tennis: India's results, scores and medal ...",Table Tennis,2023-11-08,news_dataset
International Premier Tennis League,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Fashion for who you are. Amazon Fashion.,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
India's first solar cycling track comes up in Hyderabad,Cycling,2023-11-01,news_dataset
"'Fall Brawl,' annual esports rivalry between ONU and UMU, to be ...",Esports,2023-10-01,news_dataset
Sandboarding in Huacachina's Desert Dunes Stuns Social Media,Snowboarding,2023-10-16,news_dataset
National quality table tennis players are being produced from Rajshahi's Paragaon,Table Tennis,2023-10-28,news_dataset
Rugby World Cup 2023 Match Preview: South Africa v Romania ...,Rugby,2023-09-26,news_dataset
NIHL preview | 28-29 October – English Ice Hockey Association,Ice Hockey,2023-10-31,news_dataset
Philippines: Bill cutting stock transaction tax to also reduce tax on ...,Horse Racing,2023-09-20,news_dataset
Tired and tested: Australia's challenges at this World Cup,Cricket,2023-10-16,news_dataset
International Premier Tennis League,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
The Billion-Dollar eSports Economy: A Deep Dive,Esports,2023-09-19,news_dataset
Gymnastics Signs Two Illinois State Champions,Gymnastics,2023-11-25,news_dataset
Lisa's ambitions? Home Olympics the perfect 'time to feel ...,Archery,2023-11-01,news_dataset
MMA UFC UFC295/ Mixed Martial Arts-Pereira KOs Prochazka to ...,MMA,2023-11-12,news_dataset
Surf Lakes: the unique concentric wave pool technology,Surfing,2023-09-18,news_dataset
Must-see video shows nurse sharks swimming near fisherman: ‘The guy fishing has no idea what is behind him’,Swimming,2023-09-30,news_dataset
Fencing around parts of US Capitol ahead of Israeli-Hamas war protest,Fencing,2023-10-25,news_dataset
India clinch their first-ever Gold medal in cricket at the Asian Games,Cricket,2023-10-03,news_dataset
Djokovic beats Murray to win 6th Oz Open title,Sports,https://timesofindia.indiatimes.com/sports,historical_timeline_sports
Tow Vs. Paddle Surfing Big Waves; Nate and Koa Discuss (Watch),Surfing,2023-10-03,news_dataset
Future of Xbox Revealed in Leaked Court Documents,Esports,2023-09-19,news_dataset
Eisa Mozhdeh won two gold medals at the Taekwondo Union New ...,Tae Kwon Do,2023-10-06,news_dataset
Asian Games: Six swimming storylines to watch,Swimming,2023-09-30,news_dataset
"Athletics, Chicago Marathon 2023: Preview, full schedule and how ...",Athletics,2023-10-07,news_dataset
Ex-Mets manager confesses one part of baseball he didn’t get ‘right’,Baseball,2023-10-28,news_dataset
WATCH: Stamp Fairtex shows early glimpse of MMA supremacy in submission win over Asha Roka,MMA,2023-11-26,news_dataset
Blue Hose Volleyball Hits the Road for Two Conference Showdowns,Volleyball,2023-09-29,news_dataset
Fence around historical Durangito neighborhood to come down this ...,Fencing,2023-10-28,news_dataset
The International Federation of American Football (IFAF) and etrainu ...,American Football,2023-11-12,news_dataset
F1 Schedule Continues to Grow With New Races,Formula1,2023-10-08,news_dataset
The Goan EveryDay: Bhavani Devi defends her gold in fencing,Fencing,2023-10-28,news_dataset
10 best NFL gifts and merchandise for NFL London 2023,American Football,2023-10-31,news_dataset
